id,name,now_cost,position,team,starts,penalties_missed,own_goals,ep_next,influence,news,total_points,creativity_rank_type,expected_goals_conceded_per_90,influence_rank_type,goals_conceded_per_90,bonus,penalties_order,expected_goal_involvements,selected_rank_type,news_added,ict_index,value_season,expected_goals_per_90,transfers_out_event,web_name,form_rank_type,expected_assists_per_90,form,expected_assists,clean_sheets_per_90,clean_sheets,threat_rank,goals_scored,penalties_saved,minutes,threat,goals_conceded,red_cards,can_select,now_cost_rank_type,event_points,ep_this,chance_of_playing_this_round,in_dreamteam,transfers_in_event,chance_of_playing_next_round,value_form,cost_change_start,status,points_per_game_rank,cost_change_event,cost_change_start_fall,yellow_cards,transfers_in,corners_and_indirect_freekicks_order,selected_rank,ict_index_rank_type,direct_freekicks_order,influence_rank,now_cost_rank,expected_goal_involvements_per_90,creativity,points_per_game_rank_type,expected_goals,transfers_out,form_rank,region,bps,dreamteam_count,saves,saves_per_90,selected_by_percent,expected_goals_conceded,creativity_rank,cost_change_event_fall,points_per_game,assists,starts_per_90,threat_rank_type,ict_index_rank
49,Tyrone Mings,44,DEF,Aston Villa,1,0,0,-0.6,20.6,,2,153,1.03,140,1.0,0,,0.17,162,2024-08-05T15:00:04.309727Z,3.3,0.5,0.16,318,Mings,108,0.01,0.4,0.01,0.0,0,329,0,0,90,12.0,1,0,True,91,0,0.4,100.0,False,154,100.0,0.1,-1,a,247,0,1,0,9822,,448,140,,398,483,0.17,0.7,74,0.16,10086,335,241.0,13,0,0,0.0,0.1,1.03,428,0,2.0,0,1.0,110,408
50,Kosta Nedeljković,40,DEF,Aston Villa,0,0,0,-1.0,22.2,,3,130,1.78,138,1.94,0,,0.02,84,,2.9,0.8,0.0,1189,Nedeljkovic,182,0.02,0.0,0.02,0.0,0,488,0,0,93,0.0,2,0,True,212,0,0.0,,False,111,,0.0,0,a,387,0,0,0,239646,,211,142,,391,673,0.02,6.3,131,0.00,201179,472,190.0,13,0,0,0.0,0.9,1.84,390,0,1.0,0,0.0,190,412
51,Robin Olsen,45,GKP,Aston Villa,0,0,0,-0.8,17.6,,1,62,1.58,34,2.0,0,,0.00,60,2024-10-18T16:30:05.894923Z,1.8,0.2,0.0,186,Olsen,28,0.0,0.2,0.00,0.0,0,557,0,0,45,0.0,1,0,True,15,0,0.2,100.0,False,100,100.0,0.0,0,a,404,0,0,0,7335,,428,34,,404,365,0.0,0.0,36,0.00,10322,375,206.0,3,0,2,4.0,0.1,0.79,578,0,1.0,0,0.0,55,439
52,Pau Torres,44,DEF,Aston Villa,15,0,0,0.8,210.6,,28,73,1.23,61,1.6,0,,0.61,70,2024-11-13T15:00:07.856081Z,31.4,6.4,0.02,3099,Pau,51,0.02,1.8,0.33,0.13,2,233,0,0,1350,52.0,24,0,True,110,1,1.8,100.0,False,570,100.0,0.4,-1,a,259,0,1,1,222131,,171,69,,148,511,0.04,50.8,79,0.28,226487,176,200.0,146,0,0,0.0,1.5,18.42,266,0,1.9,0,1.0,69,223
53,Jacob Ramsey,54,MID,Aston Villa,7,0,0,0.0,99.4,Hamstring injury - Expected back 21 Dec,22,108,1.34,126,1.99,0,,1.86,119,2024-11-10T23:00:07.265497Z,33.7,4.1,0.1,302,Ramsey,307,0.17,0.0,1.17,0.0,0,137,0,0,632,113.0,14,0,True,78,0,0.0,0.0,False,25,0.0,0.0,-1,i,225,0,1,1,43578,,350,108,,277,133,0.27,122.1,99,0.69,61266,681,241.0,118,0,0,0.0,0.2,9.42,161,0,2.2,2,1.0,90,210
54,Morgan Rogers,54,MID,Aston Villa,16,0,0,2.2,282.0,,61,29,1.11,27,1.3,6,,5.58,5,2024-11-04T00:00:07.298201Z,90.1,11.3,0.21,101443,Rogers,45,0.17,3.2,2.47,0.14,2,39,4,0,1311,288.0,19,0,True,80,2,3.2,100.0,False,9478,100.0,0.6,4,a,63,0,-4,4,3013703,,18,22,,80,135,0.38,328.9,28,3.11,1733293,89,241.0,202,1,0,0.0,20.3,16.23,35,0,3.8,2,1.1,24,32
55,Viljami Sinisalo,40,GKP,Aston Villa,0,0,0,0.0,0.0,Permanent transfer to Celtic,0,31,0.0,54,0.0,0,,0.00,72,2024-07-18T09:43:21.242291Z,0.0,0.0,0.0,1,Sinisalo,47,0.0,0.0,0.00,0.0,0,446,0,0,0,0.0,0,0,False,55,0,0.0,0.0,False,0,0.0,0.0,0,u,510,0,0,0,0,,693,54,,505,628,0.0,0.0,54,0.00,63,431,,0,0,0,0.0,0.0,0.00,486,0,0.0,0,0.0,21,507
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0,0,0,0.0,0.0,Loaned to  Bristol Rovers,0,189,0.0,191,0.0,0,,0.00,179,2024-08-16T11:50:34.812830Z,0.0,0.0,0.0,59,Sousa,166,0.0,0.0,0.00,0.0,0,471,0,0,0,0.0,0,0,False,195,0,0.0,0.0,False,0,0.0,0.0,0,u,533,0,0,0,0,,495,191,,528,655,0.0,0.0,189,0.00,17751,455,,0,0,0,0.0,0.1,0.00,509,0,0.0,0,0.0,174,530
57,Youri Tielemans,55,MID,Aston Villa,16,1,0,1.2,337.8,,45,3,1.2,13,1.44,5,2.0,4.81,58,,99.7,8.2,0.09,3078,Tielemans,74,0.23,2.2,3.46,0.13,2,185,0,0,1374,79.0,22,0,True,63,3,2.2,,False,613,,0.4,0,a,151,0,0,3,224416,1.0,196,17,,45,106,0.32,580.4,64,1.35,211609,147,21.0,302,0,0,0.0,1.1,18.35,3,0,2.8,4,1.05,113,22
58,Ollie Watkins,89,FWD,Aston Villa,14,0,0,3.6,324.8,,78,11,1.12,7,1.6,11,1.0,9.50,7,2024-12-11T15:00:06.857766Z,105.5,8.8,0.67,111489,Watkins,7,0.09,4.6,1.08,0.32,4,6,7,0,1125,580.0,20,0,True,2,1,3.4,75.0,False,5296,100.0,0.5,-1,a,26,-1,1,0,2580716,,20,5,,51,8,0.76,161.8,9,8.42,4215957,40,241.0,272,3,0,0.0,18.3,14.02,120,1,4.9,3,1.12,3,19
233,Amadou Onana,49,MID,Aston Villa,10,0,0,-0.8,182.8,,32,142,1.47,66,1.88,5,,1.77,32,2024-11-21T08:30:08.977638Z,42.2,6.5,0.2,4732,Onana,182,0.02,0.2,0.19,0.12,1,95,2,0,720,168.0,15,0,True,180,1,0.2,100.0,False,463,100.0,0.0,-1,a,132,0,1,3,1423395,,111,93,,176,273,0.22,69.8,54,1.58,1380828,384,21.0,149,0,0,0.0,2.9,11.79,227,0,2.9,0,1.25,60,164
569,Jaden Philogene,53,MID,Aston Villa,2,0,0,-0.2,17.4,,9,189,1.31,189,1.38,0,,0.63,207,2024-10-19T16:30:07.135033Z,7.4,1.7,0.13,87,Jaden,152,0.05,0.8,0.17,0.28,1,251,0,0,325,45.0,5,1,True,90,0,0.8,100.0,False,55,100.0,0.2,-2,a,461,0,2,2,3009,,526,181,,405,152,0.18,18.7,224,0.46,8190,298,241.0,18,0,0,0.0,0.0,4.73,336,0,0.8,0,0.55,139,366
598,Lamare Bogarde,40,DEF,Aston Villa,3,0,0,-1.0,31.8,,2,110,0.9,133,2.11,0,,0.11,119,,5.1,0.5,0.0,365,Bogarde,168,0.05,0.0,0.11,0.0,0,386,0,0,213,2.0,5,0,True,197,0,0.0,,False,64,,0.0,0,a,467,0,0,1,50884,,320,135,,370,657,0.05,17.8,157,0.00,39521,457,152.0,6,0,0,0.0,0.3,2.13,339,0,0.7,0,1.27,134,396
640,Sil Swinkels,40,DEF,Aston Villa,0,0,0,-1.0,0.0,,0,188,0.0,190,0.0,0,,0.00,173,,0.0,0.0,0.0,96,Swinkels,165,0.0,0.0,0.00,0.0,0,470,0,0,0,0.0,0,0,True,194,0,0.0,,False,50,,0.0,0,a,532,0,0,0,7270,,476,190,,527,654,0.0,0.0,188,0.00,4917,454,152.0,0,0,0,0.0,0.1,0.00,508,0,0.0,0,0.0,173,529
641,Oliwier Zych,40,GKP,Aston Villa,0,0,0,-1.0,0.0,,0,43,0.0,65,0.0,0,,0.00,34,,0.0,0.0,0.0,657,Zych,59,0.0,0.0,0.00,0.0,0,473,0,0,0,0.0,0,0,True,67,0,0.0,,False,108,,0.0,0,a,535,0,0,0,80554,,235,65,,530,658,0.0,0.0,65,0.00,31791,458,172.0,0,0,0,0.0,0.7,0.00,511,0,0.0,0,0.0,33,532
656,Kadan Young,45,MID,Aston Villa,0,0,0,-1.0,0.0,,0,278,0.0,274,0.0,0,,0.00,110,,0.0,0.0,0.0,726,Young,244,0.0,0.0,0.00,0.0,0,612,0,0,0,0.0,0,0,True,276,0,0.0,,False,414,,0.0,0,a,639,0,0,0,48368,,336,276,,632,447,0.0,0.0,278,0.00,31522,591,241.0,0,0,0,0.0,0.2,0.00,629,0,0.0,0,0.0,271,634
679,Ben Broggio,45,MID,Aston Villa,0,0,0,-1.0,0.0,,0,287,0.0,283,0.0,0,,0.00,295,,0.0,0.0,0.0,34,Broggio,253,0.0,0.0,0.00,0.0,0,627,0,0,0,0.0,0,0,True,287,0,0.0,,False,39,,0.0,0,a,652,0,0,0,610,,666,285,,646,463,0.0,0.0,287,0.00,258,604,241.0,0,0,0,0.0,0.0,0.00,643,0,0.0,0,0.0,281,648
59,Max Aarons,43,DEF,Bournemouth,0,0,0,0.2,1.4,,1,149,0.18,160,0.0,0,,0.01,141,,0.3,0.2,0.0,170,Aarons,127,0.06,0.2,0.01,0.0,0,520,0,0,15,0.0,0,0,True,132,0,0.2,,False,115,,0.0,-2,a,395,0,2,0,9421,,388,160,,465,557,0.06,1.3,138,0.00,20202,370,241.0,5,0,0,0.0,0.2,0.03,420,0,1.0,0,0.0,207,466
60,Tyler Adams,49,MID,Bournemouth,4,0,0,1.2,86.0,,9,164,1.02,134,2.1,0,,0.83,254,2024-07-21T20:00:04.554690Z,17.3,1.8,0.2,81,Adams,122,0.02,1.2,0.08,0.26,1,265,0,0,343,35.0,8,0,True,164,0,1.2,100.0,False,69,100.0,0.2,-1,a,318,0,1,2,3011,,597,151,,290,256,0.22,50.8,149,0.75,2228,241,229.0,52,0,0,0.0,0.0,3.87,267,0,1.5,0,1.05,147,304
61,Jaidon Anthony,45,MID,Bournemouth,0,0,0,0.0,0.0,Season long loan to Burnley,0,247,0.0,243,0.0,0,,0.00,153,2024-08-30T09:46:29.420148Z,0.0,0.0,0.0,115,Anthony,210,0.0,0.0,0.00,0.0,0,571,0,0,0,0.0,0,0,False,235,0,0.0,0.0,False,0,0.0,0.0,0,u,601,0,0,0,8381,,427,245,,594,391,0.0,0.0,247,0.00,43853,549,,0,0,0,0.0,0.1,0.00,590,0,0.0,0,0.0,240,596
62,David Brooks,49,MID,Bournemouth,1,0,0,2.6,60.4,,17,152,1.26,156,1.26,1,,1.14,243,2024-08-12T14:30:04.440536Z,16.9,3.5,0.3,69,Brooks,56,0.42,2.6,0.67,0.0,0,246,1,0,143,47.0,2,0,True,156,0,2.6,100.0,False,50,100.0,0.5,-1,a,236,0,1,1,3103,,582,152,,331,243,0.72,61.2,107,0.47,2314,110,244.0,59,0,0,0.0,0.0,2.00,245,0,2.1,1,0.63,136,305
63,Ryan Christie,49,MID,Bournemouth,12,0,0,1.4,185.6,,30,70,1.11,64,1.32,0,,1.78,148,2024-11-09T20:00:07.258668Z,47.4,6.1,0.05,205,Christie,111,0.11,1.4,1.20,0.38,4,168,1,0,951,92.0,14,0,True,158,0,1.4,100.0,False,64,100.0,0.3,-1,a,237,0,1,5,18762,4.0,420,84,,171,247,0.16,194.5,108,0.58,29830,222,243.0,173,0,0,0.0,0.1,11.77,89,0,2.1,0,1.14,103,142
64,Lewis Cook,50,MID,Bournemouth,13,0,0,0.8,291.8,,40,31,1.28,22,1.38,2,,2.41,127,2024-11-30T22:00:07.304760Z,68.3,8.0,0.04,586,Cook,148,0.14,0.8,1.85,0.08,1,203,1,0,1176,71.0,18,0,True,120,0,0.8,100.0,False,106,100.0,0.2,0,a,135,0,0,4,49457,1.0,366,43,2.0,70,195,0.18,320.2,56,0.56,42168,293,241.0,227,0,0,0.0,0.2,16.70,37,0,2.9,3,0.99,119,69
65,Enes Ünal,54,FWD,Bournemouth,1,0,0,2.4,64.8,,20,31,1.77,30,0.89,1,,2.24,61,2024-08-12T14:30:04.450058Z,24.3,3.7,0.93,419,Enes Ünal,21,0.06,2.4,0.14,0.44,1,109,1,0,203,144.0,2,0,True,38,0,2.4,100.0,False,692,100.0,0.4,-1,a,295,0,1,1,15502,,442,31,4.0,322,129,0.99,40.8,34,2.10,10484,129,219.0,58,0,0,0.0,0.1,4.00,283,0,1.7,1,0.44,29,264
66,Romain Faivre,50,MID,Bournemouth,0,0,0,0.0,0.0,Loaned to Brest,0,306,0.0,306,0.0,0,,0.00,292,2024-08-20T12:15:06.505689Z,0.0,0.0,0.0,1,Faivre,297,0.0,0.0,0.00,0.0,0,671,0,0,0,0.0,0,0,False,138,0,0.0,0.0,False,0,0.0,0.0,0,u,679,0,0,0,23,,658,306,,678,217,0.0,0.0,306,0.00,1421,661,,0,0,0,0.0,0.0,0.00,675,0,0.0,0,0.0,304,678
67,Hamed Traorè,45,MID,Bournemouth,0,0,0,0.0,0.0,Season long loan to A.J.Auxerre,0,246,0.0,242,0.0,0,,0.00,194,2024-08-29T11:07:43.785266Z,0.0,0.0,0.0,39,H.Traorè,209,0.0,0.0,0.00,0.0,0,570,0,0,0,0.0,0,0,False,234,0,0.0,0.0,False,0,0.0,0.0,0,u,600,0,0,0,3525,,507,244,,593,387,0.0,0.0,246,0.00,18436,548,,0,0,0,0.0,0.1,0.00,589,0,0.0,0,0.0,239,595
68,James Hill,39,DEF,Bournemouth,0,0,0,0.2,1.0,,1,162,2.02,161,0.0,0,,0.00,102,,0.1,0.3,0.0,585,Hill,116,0.0,0.2,0.00,0.0,0,410,0,0,4,0.0,0,0,True,228,0,0.2,,False,1331,,0.1,-1,a,376,0,1,0,32835,,276,162,,467,691,0.0,0.0,122,0.00,31027,357,241.0,3,0,0,0.0,0.4,0.09,453,0,1.0,0,0.0,142,472
69,Daniel Jebbison,45,FWD,Bournemouth,0,0,0,0.0,3.2,Loaned to Watford,2,41,1.18,46,0.0,0,,0.00,35,2024-08-31T06:32:40.630710Z,1.6,0.4,0.0,1228,Jebbison,52,0.0,0.0,0.00,0.0,0,395,0,0,26,2.0,0,0,False,69,0,0.0,0.0,False,0,0.0,0.0,0,u,410,0,0,0,380085,,201,45,,454,438,0.0,10.6,41,0.00,472152,582,,7,0,0,0.0,1.0,0.34,365,0,1.0,0,0.0,47,443
70,Milos Kerkez,47,DEF,Bournemouth,15,0,0,3.6,267.4,,48,11,1.24,32,1.41,5,,1.54,24,2024-11-21T08:30:08.632085Z,58.3,10.2,0.02,7424,Kerkez,20,0.09,3.6,1.31,0.14,2,187,1,0,1277,78.0,20,0,True,46,0,3.6,100.0,False,16180,100.0,0.8,2,a,96,1,-2,2,692446,,68,18,,90,343,0.11,237.3,26,0.23,117345,66,98.0,195,1,0,0.0,5.8,17.62,61,-1,3.2,2,1.06,41,97
71,Justin Kluivert,55,MID,Bournemouth,12,0,0,5.4,287.6,,62,45,1.14,24,1.4,5,1.0,6.19,25,,90.9,11.3,0.51,24726,Kluivert,13,0.11,5.4,1.06,0.5,5,27,5,0,897,371.0,14,0,True,70,0,5.4,,False,9690,,1.0,0,a,42,0,0,4,604661,,81,20,,77,115,0.62,249.7,17,5.13,165989,20,152.0,210,2,0,0.0,4.5,11.32,57,0,4.1,2,1.2,15,29
72,Chris Mepham,44,DEF,Bournemouth,0,0,0,0.0,0.0,On loan to Sunderland for the season,0,222,0.0,223,0.0,0,,0.00,197,2024-09-01T09:10:00.945219Z,0.0,0.0,0.0,11,Mepham,213,0.0,0.0,0.00,0.0,0,534,0,0,0,0.0,0,0,False,105,0,0.0,0.0,False,0,0.0,0.0,-1,u,574,0,1,0,287,,564,223,,567,500,0.0,0.0,223,0.00,6031,515,,0,0,0,0.0,0.0,0.00,558,0,0.0,0,0.0,217,569
74,Dango Ouattara,50,MID,Bournemouth,4,0,0,3.0,180.2,,37,99,1.16,68,0.87,4,,4.14,205,2024-11-01T16:30:07.369192Z,48.7,7.4,0.52,158,O.Dango,48,0.2,3.0,1.15,0.17,1,90,2,0,516,172.0,5,0,True,147,0,3.0,100.0,False,58,100.0,0.6,0,a,114,0,0,0,5868,,523,80,,179,230,0.72,135.7,49,2.99,5154,95,35.0,143,1,0,0.0,0.0,6.63,143,0,3.1,2,0.7,55,137
75,Alex Paulsen,40,GKP,Bournemouth,0,0,0,0.0,0.0,Loaned to Auckland FC,0,42,0.0,64,0.0,0,,0.00,69,2024-08-10T12:14:13.050842Z,0.0,0.0,0.0,14,Paulsen,58,0.0,0.0,0.00,0.0,0,463,0,0,0,0.0,0,0,False,66,0,0.0,0.0,False,0,0.0,0.0,0,u,526,0,0,0,0,,584,64,,521,647,0.0,0.0,64,0.00,2439,448,,0,0,0,0.0,0.0,0.00,503,0,0.0,0,0.0,32,523
76,Philip Billing,48,MID,Bournemouth,0,0,0,0.6,29.6,,5,167,1.36,175,1.64,0,,0.89,201,2024-08-29T09:30:04.570455Z,8.6,1.0,0.03,57,Philip,157,1.42,0.6,0.87,0.0,0,348,0,0,55,9.0,1,0,True,196,0,0.6,100.0,False,47,100.0,0.1,-2,a,424,0,2,0,4935,,517,175,3.0,375,295,1.45,47.8,201,0.02,8605,315,58.0,27,0,0,0.0,0.0,0.83,273,0,1.0,0,0.0,187,355
77,Alex Scott,47,MID,Bournemouth,2,0,0,0.0,71.0,Knee injury - Unknown return date,11,146,1.28,145,1.05,0,,0.29,226,2024-10-25T09:00:05.962917Z,15.8,2.3,0.04,25,Scott,268,0.06,0.0,0.17,0.35,1,298,0,0,258,21.0,3,0,True,222,0,0.0,0.0,False,5,0.0,0.0,-3,i,333,0,3,0,2314,,560,157,,312,341,0.1,65.5,156,0.12,5771,624,241.0,54,0,0,0.0,0.0,3.67,234,0,1.4,0,0.7,164,314
78,Antoine Semenyo,57,MID,Bournemouth,14,0,0,1.2,282.2,,52,36,1.25,26,1.32,4,,6.40,20,2024-11-13T14:00:07.717891Z,103.1,9.1,0.3,28319,Semenyo,128,0.16,1.2,2.24,0.15,2,10,4,0,1231,480.0,18,0,True,60,0,1.2,100.0,False,3624,100.0,0.2,2,a,72,0,-2,5,2102598,,63,15,,79,96,0.46,275.6,33,4.16,1579354,248,81.0,213,1,0,0.0,6.6,17.04,46,0,3.7,1,1.02,6,20
79,Marcos Senesi,47,DEF,Bournemouth,11,0,0,0.0,221.0,Thigh injury - Expected back 01 Apr,21,52,1.18,58,1.47,3,,1.25,100,2024-12-06T10:30:07.568268Z,33.1,4.5,0.08,2327,Senesi,111,0.04,0.4,0.44,0.1,1,280,0,0,917,29.0,15,0,True,42,0,0.0,0.0,False,9,0.0,0.1,-3,i,263,-1,3,4,66161,,268,64,,140,331,0.12,78.7,82,0.81,125887,342,10.0,82,1,0,0.0,0.4,12.04,209,1,1.9,0,1.08,86,214
80,Luis Sinisterra,49,MID,Bournemouth,1,0,0,0.0,98.4,Hamstring injury - Unknown return date,19,119,1.54,129,1.33,2,,2.00,146,2024-10-25T09:00:05.974870Z,37.2,3.9,0.48,194,Sinisterra,280,0.4,0.0,0.91,0.0,0,86,1,0,203,177.0,3,0,True,171,0,0.0,0.0,False,5,0.0,0.0,-1,i,191,0,1,0,68155,,415,101,,280,263,0.88,96.3,80,1.09,79281,640,48.0,75,1,0,0.0,0.1,3.48,186,0,2.4,1,0.44,53,193
81,Adam Smith,45,DEF,Bournemouth,10,0,0,2.0,111.4,,28,66,1.02,96,1.27,0,,0.69,126,,17.3,6.2,0.06,316,Smith,42,0.01,2.0,0.09,0.2,2,365,0,0,920,6.0,13,0,True,58,0,2.0,,False,262,,0.4,0,a,260,0,0,3,23712,,345,100,,257,359,0.07,55.6,80,0.60,23936,155,241.0,72,0,0,0.0,0.2,10.46,256,0,1.9,0,0.98,126,303
83,Marcus Tavernier,55,MID,Bournemouth,13,0,0,0.0,263.2,Hamstring injury - Unknown return date,48,13,1.11,33,1.27,2,,6.22,102,2024-12-12T12:00:08.312511Z,97.1,8.7,0.32,3316,Tavernier,49,0.17,3.0,2.13,0.24,3,46,1,0,1138,275.0,16,0,True,66,0,0.0,0.0,False,32,0.0,0.5,0,i,102,0,0,2,89948,2.0,317,18,1.0,91,110,0.49,433.6,43,4.09,86111,97,241.0,187,0,0,0.0,0.3,14.02,14,0,3.2,4,1.03,29,24
84,Mark Travers,44,GKP,Bournemouth,3,0,0,0.0,94.6,,10,59,1.38,27,1.0,1,,0.01,58,,9.4,2.3,0.0,165,Travers,70,0.0,0.0,0.01,0.0,0,536,0,0,270,0.0,3,0,True,22,0,0.0,,False,95,,0.0,-1,a,85,0,1,0,11906,,399,27,,283,503,0.0,0.0,13,0.00,16134,517,104.0,38,0,12,4.0,0.2,4.15,560,0,3.3,0,1.0,51,350
85,Illia Zabarnyi,44,DEF,Bournemouth,15,0,0,2.2,262.4,,33,62,1.2,34,1.33,2,,0.45,101,,34.1,7.5,0.02,532,Zabarnyi,33,0.01,2.2,0.15,0.13,2,322,0,0,1350,14.0,20,0,True,114,0,2.2,,False,699,,0.5,-1,a,214,0,1,2,47352,,274,60,,93,517,0.03,62.2,65,0.30,47486,136,225.0,165,0,0,0.0,0.4,17.94,240,0,2.2,0,1.0,106,207
152,Kepa Arrizabalaga,45,GKP,Bournemouth,10,0,0,2.4,236.8,,31,3,1.09,17,1.5,1,,0.00,29,2024-10-26T20:00:07.229572Z,24.6,6.9,0.0,1726,Arrizabalaga,11,0.0,2.4,0.00,0.2,2,556,0,0,900,0.0,15,0,True,14,0,2.4,100.0,False,3381,100.0,0.5,0,a,107,0,0,1,158643,,202,17,,119,363,0.0,10.1,16,0.00,101089,120,200.0,117,0,33,3.3,1.0,10.88,369,0,3.1,0,1.0,54,262
580,Dean Huijsen,43,DEF,Bournemouth,4,0,0,3.8,154.2,,24,61,1.37,81,1.05,3,,1.19,88,,28.3,5.6,0.17,1146,Huijsen,15,0.08,3.8,0.36,0.21,1,219,1,0,430,61.0,5,0,True,143,0,3.8,,False,4524,,0.9,-2,a,155,0,2,1,71733,,234,75,,208,570,0.25,67.4,42,0.83,13182,60,200.0,87,1,0,0.0,0.7,6.53,229,0,2.7,0,0.84,60,239
592,Julián Araujo Zúñiga,43,DEF,Bournemouth,5,0,0,0.0,40.0,Hamstring injury - Unknown return date,8,125,1.78,129,1.79,0,,0.04,149,2024-11-21T11:30:08.788295Z,5.1,1.9,0.0,164,J.Araujo,205,0.01,0.0,0.04,0.0,0,390,0,0,352,2.0,7,0,True,135,0,0.0,0.0,False,3,0.0,0.0,-2,i,396,0,2,1,10781,,406,136,,361,560,0.01,7.9,139,0.00,21830,502,139.0,11,0,0,0.0,0.1,6.95,383,0,1.0,0,1.28,138,397
599,Will Dennis,40,GKP,Bournemouth,0,0,0,0.0,0.0,,0,36,0.0,58,0.0,0,,0.00,46,,0.0,0.0,0.0,248,Dennis,52,0.0,0.0,0.00,0.0,0,452,0,0,0,0.0,0,0,True,60,0,0.0,,False,115,,0.0,0,a,515,0,0,0,33309,,298,58,,510,634,0.0,0.0,58,0.00,24732,437,241.0,0,0,0,0.0,0.4,0.00,492,0,0.0,0,0.0,26,512
617,Francisco Evanilson de Lima Barbosa,61,FWD,Bournemouth,13,1,0,3.6,194.6,,63,15,1.06,19,1.4,10,2.0,6.44,15,,73.1,10.3,0.5,15781,Evanilson,11,0.06,3.6,0.70,0.44,5,21,4,0,1029,403.0,16,0,True,22,0,3.6,,False,6550,,0.6,1,a,33,0,-1,0,719841,,82,14,,160,76,0.56,138.2,12,5.74,249138,69,30.0,225,1,0,0.0,4.5,12.13,135,0,4.5,4,1.14,11,58
680,Max Kinsey,40,DEF,Bournemouth,0,0,0,0.0,0.0,,0,184,0.0,185,0.0,0,,0.00,211,,0.0,0.0,0.0,69,Kinsey,161,0.0,0.0,0.00,0.0,0,465,0,0,0,0.0,0,0,True,189,0,0.0,,False,121,,0.0,0,a,528,0,0,0,1255,,624,185,,522,649,0.0,0.0,184,0.00,392,450,241.0,0,0,0,0.0,0.0,0.00,504,0,0.0,0,0.0,168,524
687,Ben Winterburn,45,MID,Bournemouth,0,0,0,0.0,0.0,,0,292,0.0,288,0.0,0,,0.00,293,,0.0,0.0,0.0,26,Winterburn,260,0.0,0.0,0.00,0.0,0,634,0,0,0,0.0,0,0,True,294,0,0.0,,False,56,,0.0,0,a,658,0,0,0,654,,664,290,,652,471,0.0,0.0,292,0.00,225,612,241.0,0,0,0,0.0,0.0,0.00,649,0,0.0,0,0.0,287,654
86,Kristoffer Ajer,44,DEF,Brentford,8,0,0,0.2,76.2,,8,68,1.69,107,1.8,0,,0.57,130,2024-10-26T20:00:07.058865Z,18.0,1.8,0.04,131,Ajer,129,0.04,0.2,0.29,0.0,0,242,0,0,651,49.0,13,0,True,94,1,-0.3,100.0,False,142,100.0,0.0,-1,a,446,0,1,3,31017,,360,97,,302,488,0.08,54.9,147,0.28,53114,372,161.0,27,0,0,0.0,0.2,12.20,259,0,0.9,0,1.11,73,299
87,Ethan Brierley,45,MID,Brentford,0,0,0,0.0,0.0,,0,261,0.0,257,0.0,0,,0.00,175,2024-09-10T11:15:13.439596Z,0.0,0.0,0.0,108,Brierley,225,0.0,0.0,0.00,0.0,0,594,0,0,0,0.0,0,0,True,252,0,-0.5,100.0,False,41,100.0,0.0,0,a,621,0,0,0,9554,,472,259,,614,421,0.0,0.0,261,0.00,11208,570,,0,0,0,0.0,0.1,0.00,611,0,0.0,0,0.0,254,616
88,Nathan Collins,45,DEF,Brentford,16,0,0,3.8,498.2,,48,51,1.75,1,1.88,1,,2.83,51,,77.8,10.7,0.12,3357,Collins,16,0.06,3.8,0.93,0.06,1,70,2,0,1440,199.0,30,0,True,74,1,3.3,,False,5681,,0.8,0,a,120,0,0,2,423337,,122,6,,8,388,0.18,80.6,32,1.90,234788,62,104.0,202,1,0,0.0,2.5,28.03,208,0,3.0,4,1.0,4,49
89,Mikkel Damsgaard,50,MID,Brentford,13,0,0,4.0,346.4,,60,25,1.72,11,1.56,6,,4.04,51,2024-10-12T11:00:07.165630Z,86.8,12.0,0.12,6711,Damsgaard,29,0.21,4.0,2.52,0.25,3,91,2,0,1098,171.0,19,0,True,137,2,3.5,100.0,False,3404,100.0,0.8,0,a,59,0,0,0,229203,1.0,182,26,3.0,38,216,0.33,349.4,25,1.52,99382,57,58.0,273,0,0,0.0,1.3,21.00,29,0,3.8,4,1.07,56,36
90,Josh Dasilva,48,MID,Brentford,0,0,0,0.0,0.0,Knee injury - Unknown return date,0,295,0.0,294,0.0,0,,0.00,299,2024-08-12T14:30:04.460316Z,0.0,0.0,0.0,5,Dasilva,272,0.0,0.0,0.00,0.0,0,643,0,0,0,0.0,0,0,True,197,0,0.0,0.0,False,4,0.0,0.0,-2,i,662,0,2,0,266,,672,294,,660,297,0.0,0.0,295,0.00,985,628,241.0,0,0,0,0.0,0.0,0.00,654,0,0.0,0,0.0,291,660
91,Mark Flekken,45,GKP,Brentford,16,0,0,4.0,637.4,,49,4,1.75,1,1.88,2,,0.06,5,,64.5,10.9,0.0,7174,Flekken,3,0.0,4.0,0.06,0.06,1,558,0,0,1440,0.0,30,0,True,16,3,3.5,,False,16904,,0.9,0,a,109,0,0,1,1040242,,31,1,,3,366,0.0,10.1,17,0.00,890304,51,152.0,245,1,77,4.81,11.5,28.03,370,0,3.1,1,1.0,56,82
